DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1964,342.6261356,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,300.5112416,392.2036426,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1965,337.0000744,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,296.0531796,383.8100502,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1966,331.2708347,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,291.7068222,376.5806075,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1967,325.8617177,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,286.7163226,370.3267918,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1968,320.2740261,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,281.6702601,364.3471212,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1969,314.574027,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,276.6983386,358.5602669,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1970,308.9566455,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,271.5410248,352.2084515,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1971,303.2281638,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,266.7896619,346.0772525,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1972,297.5223688,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,262.2320567,340.0325965,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1973,291.7128697,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,257.7245807,333.2553245,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1974,285.8052934,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,252.6036802,326.297819,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1975,279.8083019,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,247.7107987,319.6560488,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1976,273.8415056,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,242.9979866,312.5049464,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1977,267.750073,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,238.0943507,304.8013648,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1978,261.577186,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,232.8947872,296.7302855,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1979,255.1158305,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,227.5816027,289.2918795,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1980,248.8464133,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,222.1239414,281.6926292,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1981,242.1894167,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,216.5759307,273.6173018,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1982,235.409124,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,210.9209255,265.8724561,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1983,228.8726785,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,205.6086704,257.9359557,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1984,222.2538954,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,200.177368,249.6264758,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1985,215.5173982,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,194.5943002,241.0186498,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1986,208.9161712,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,188.93493,232.3525278,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1987,202.2199755,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,183.2212388,223.8727533,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1988,195.4830135,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,177.6916654,215.7773225,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1989,188.908259,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,172.3210771,207.4040748,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1990,182.4887525,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,166.7534876,199.72696,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1991,176.3313333,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,161.354819,192.2547511,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1992,170.4928577,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,156.0487681,185.4535089,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1993,165.0438777,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,151.2787141,179.1395474,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1994,159.816772,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,146.7856439,173.1074911,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1995,154.9036627,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,142.5157065,167.3683002,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1996,150.4447348,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,138.7295439,162.4384989,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1997,146.0234776,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,134.9065567,157.5999518,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1998,141.7110223,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,131.2360468,152.9765371,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1999,137.5905499,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,127.5602978,148.5502646,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2000,133.5270666,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,123.8148427,144.0583167,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2001,129.3535937,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,120.0190862,139.6673831,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2002,125.0054433,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,116.097803,135.0623112,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2003,120.8373455,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,112.2323295,130.4395594,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2004,116.5778173,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,108.1455655,125.8612849,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2005,112.2510011,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,104.0623575,121.1666954,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2006,107.9857158,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,100.0664284,116.6615804,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2007,103.6491234,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,95.96244947,112.2580033,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2008,99.43379183,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,91.82249002,107.8949692,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2009,95.31702581,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,87.6253308,103.7198665,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2010,91.26589265,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,83.57011326,99.97639756,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2011,87.4389712,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,79.48594378,96.50121885,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2012,83.82970458,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,75.37776457,93.30150711,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2013,80.41624353,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,71.285172,90.32169275,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2014,77.09018356,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,67.41740744,87.62466432,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2015,73.91425925,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,63.39894042,84.92484552,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2016,70.96491256,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,59.68023478,82.58847504,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2017,68.22714564,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,56.13725686,80.79718112,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2018,65.81294132,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,52.8440018,79.70094476,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2019,63.52847737,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,49.8297814,78.99504782,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,2020,61.36284788,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,46.71265955,78.74038471,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1957,377.8412277,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,301.010008,470.9739325,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1958,370.9015558,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,302.7798766,454.9244343,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1959,364.4079937,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,303.5594728,439.7566962,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1960,358.2051453,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,303.6138077,425.368769,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1961,352.2119946,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,302.9574376,412.4232463,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1962,346.3110429,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,301.2743428,401.4906875,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1963,340.6459305,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,298.2368638,391.506832,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1964,335.1242468,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,294.7512362,382.6018848,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1965,329.7848633,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,290.1565403,374.7927571,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1966,324.4452236,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,286.0584337,367.3005199,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1967,318.8039353,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,281.03946,361.2194409,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1968,313.2621425,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,276.3265081,355.5103702,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1969,307.8732654,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,271.2016484,349.7549084,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1970,302.1118285,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,266.385537,344.6346758,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1971,296.6192172,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,262.0550784,338.4780929,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1972,291.0052739,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,257.3597807,332.3019404,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1973,285.3856417,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,252.8368801,325.6004085,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1974,279.6322823,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,248.0821041,318.8056167,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1975,273.8224358,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,243.448453,312.3507148,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1976,267.9821945,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,238.7429675,304.9561409,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1977,262.1414516,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,233.7483899,297.7883829,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1978,256.042237,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,228.4345732,290.23572,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1979,249.7261705,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,223.1722032,282.6947498,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1980,243.5771335,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,217.6676143,275.2808729,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1981,237.2012285,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,212.2350961,267.3671114,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1982,230.6952131,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,207.1406289,259.7139881,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1983,224.1858155,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,201.6700449,251.8298322,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1984,217.4949691,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,196.2367866,243.5920792,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1985,210.9122892,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,190.5657841,235.3269435,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1986,204.3634553,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,185.1406497,227.0412122,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1987,197.7133799,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,179.6831513,218.7533664,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1988,191.1964429,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,174.1895248,210.6822114,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1989,184.6586696,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,168.622726,202.6626847,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1990,178.3911367,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,163.1753682,194.8443429,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1991,172.2156531,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,157.8429258,187.4322354,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1992,166.3233909,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,152.616373,180.5205375,,,,UN_IGME,,,,,,_T: Total
